SORT;THEMA;Variabele;Label;Definitie;Bron;Peildatum;Verschijningsfrequentie
4541;Bedrijvigheid sectie;Bhvestt_p;% Vestigingen huishoudens als werkgever;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode T: Huishoudens als werkgever van huishoudelijk personeel en/of niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4551;Bedrijvigheid sectie;Bhvestu_p;% Vestigingen extraterritoriale organisaties;"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode U: Extraterritoriale organisaties en lichamen. 

Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal één werkzaam persoon.  

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4561;Bedrijvigheid sectie;BHwpa ;Werkzame personen landbouw, bosbouw en visserij;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode A: Landbouw, bosbouw en visserij. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4571;Bedrijvigheid sectie;BHwpb ;Werkzame personen winning van delfstoffen;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode B: winning van delfstoffen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4581;Bedrijvigheid sectie;BHwpc ;Werkzame personen  industrie;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode C: Industrie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4591;Bedrijvigheid sectie;BHwpd ;Werkzame personen energiebedrijven;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode D: Energiebedrijven. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4601;Bedrijvigheid sectie;BHwpe ;Werkzame personen  waterwinning en afvalverwerking;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode E: Waterwinning en afvalverwerking. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4611;Bedrijvigheid sectie;BHwpf ;Werkzame personen bouwnijverheid;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode F: Bouwnijverheid. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4621;Bedrijvigheid sectie;BHwpg1 ;Werkzame personen groothandel;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode G1: Groothandel. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.   
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4631;Bedrijvigheid sectie;BHwpg2 ;Werkzame personen detailhandel;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode G2: Detailhandel. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.   
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4641;Bedrijvigheid sectie;BHwph ;Werkzame personen transport en logistiek;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode H: transport en logistiek. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4651;Bedrijvigheid sectie;BHwpi ;Werkzame personen horeca;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode I: Horeca. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4661;Bedrijvigheid sectie;BHwpj ;Werkzame personen informatie en communicatie;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode J: Informatie en communicatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4671;Bedrijvigheid sectie;BHwpk ;Werkzame personen financiele instellingen;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode K: Financiele instellingen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4681;Bedrijvigheid sectie;BHwpl ;Werkzame personen handel, verhuur onroerend goed;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode L: Handel, verhuur onroerend goed. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4691;Bedrijvigheid sectie;BHwpm ;Werkzame personen advisering en onderzoek;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestingen met de sectiecode M: Advisering en onderzoek. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4701;Bedrijvigheid sectie;BHwpn ;Werkzame personen overige zakelijke dienstverlening;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode N: Overige zakelijke dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4711;Bedrijvigheid sectie;BHwpo ;Werkzame personen overheid;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode O: Overheid. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4721;Bedrijvigheid sectie;BHwpp ;Werkzame personen onderwijs;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode P: Onderwijs. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4731;Bedrijvigheid sectie;BHwpq ;Werkzame personen gezondheids- en welzijnszorg;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode Q: Gezondheids- en welzijnszorg. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4741;Bedrijvigheid sectie;BHwpr ;Werkzame personen cultuur sport en recreatie;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen  met de sectiecode R: Cultuur, sport en recreatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4751;Bedrijvigheid sectie;BHwps ;Werkzame personen overige dienstverlening;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode S: Overige dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4761;Bedrijvigheid sectie;BHwpt ;Werkzame personen huishoudens als werkgever;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode T: Huishoudens als werkgever van huishoudelijk personeel en/of niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4771;Bedrijvigheid sectie;BHwpu ;Werkzame personen extraterritoriale organisaties;"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij  vestigingen met de sectiecode U: Extraterritoriale organisaties en lichamen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4781;Bedrijvigheid sectie;BHwpa_p;% Werkzame personen landbouw, bosbouw en visserij;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode A: Landbouw, bosbouw en visserij. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4791;Bedrijvigheid sectie;BHwpb_p ;% Werkzame personen winning van delfstoffen;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode B: winning van delfstoffen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4801;Bedrijvigheid sectie;BHwpc_p ;% Werkzame personen  industrie;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode C: Industrie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4811;Bedrijvigheid sectie;BHwpd_p;% Werkzame personen energiebedrijven;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode D: Energiebedrijven. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4821;Bedrijvigheid sectie;Bhwpe_p;% Werkzame personen  waterwinning en afvalverwerking;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode E: Waterwinning en afvalverwerking. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4831;Bedrijvigheid sectie;BHwpf_p;% Werkzame personen bouwnijverheid;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode F: Bouwnijverheid. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4841;Bedrijvigheid sectie;BHwpg1_p;% Werkzame personen groothandel;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode G1: Groothandel. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4851;Bedrijvigheid sectie;BHwpg2_p ;% Werkzame personen detailhandel;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode G2: Detailhandel. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4861;Bedrijvigheid sectie;BHwph_p;% Werkzame personen transport en logistiek;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode H: transport en logistiek. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4871;Bedrijvigheid sectie;Bhwpi_p;% Werkzame personen horeca;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode I: Horeca. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4881;Bedrijvigheid sectie;BHwpj_p;% Werkzame personen informatie en communicatie;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode J: Informatie en communicatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4891;Bedrijvigheid sectie;BHwpk_p;% Werkzame personen financiele instellingen;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode K: Financiele instellingen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4901;Bedrijvigheid sectie;BHwpl_p;% Werkzame personen handel, verhuur onroerend goed;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode L: Handel, verhuur onroerend goed. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4911;Bedrijvigheid sectie;BHwpm_p;% Werkzame personen advisering en onderzoek;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode M: Advisering en onderzoek. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4921;Bedrijvigheid sectie;BHwpn_p;% Werkzame personen overige zakelijke dienstverlening;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode N: Overige zakelijke dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4931;Bedrijvigheid sectie;Bhwpo_p;% Werkzame personen overheid;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode O: Overheid. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4941;Bedrijvigheid sectie;BHwpp_p;% Werkzame personen onderwijs;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode P: Onderwijs. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4951;Bedrijvigheid sectie;BHwpq_p;% Werkzame personen gezondheids- en welzijnszorg;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode Q: Gezondheids- en welzijnszorg. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4961;Bedrijvigheid sectie;BHwpr_p;% Werkzame personen cultuur sport en recreatie;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging  met de sectiecode R: Cultuur, sport en recreatie. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4971;Bedrijvigheid sectie;BHwps_p;% Werkzame personen overige dienstverlening;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode S: Overige dienstverlening. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  
";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4981;Bedrijvigheid sectie;BHwpt_p;% Werkzame personen huishoudens als werkgever;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode T: Huishoudens als werkgever van huishoudelijk personeel en/of niet-gedifferentieerde productie van goederen en diensten door huishoudens voor eigen gebruik. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  

";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
4991;Bedrijvigheid sectie;Bhwpu_p;% Werkzame personen extraterritoriale organisaties;"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode U: Extraterritoriale organisaties en lichamen. 

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5201;Sport en recreatie;SRcultuur;Cultuurvoorzieningen;"Aantal in het ARRA geregistreerde cultuurvoorzieningen met de SBI-codes 5914, 85521,  85522, 90011, 90012, 90013, 90041, 91011, 91012, 91019, 91021 en 91022. 

Deze codes staan voor  Bioscopen; Dansscholen; Kunstzinnige vorming van amateurs (geen dansscholen); Beoefening van podiumkunst; Producenten van podiumkunst; Circus en variete; Theaters en schouwburgen; Openbare bibliotheken; Kunstuitleencentra; Overige culturele uitleencentra en openbare archieven; Musea; Kunstgalerieen en expositieruimten.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5211;Sport en recreatie;SRcultuur_1000inw;Cultuurvoorzieningen per 1000 inwoners;"Aantal cultuurvoorzieningen per 1. 000 inwoners. Het gaat om het aantal in het ARRA geregistreerde cultuurvoorzieningen met de SBI-codes 5914, 85521,  85522, 90011, 90012, 90013, 90041, 91011, 91012, 91019, 91021 en 91022. 

Deze codes staan voor  Bioscopen; Dansscholen; Kunstzinnige vorming van amateurs (geen dansscholen); Beoefening van podiumkunst; Producenten van podiumkunst; Circus en variete; Theaters en schouwburgen; Openbare bibliotheken; Kunstuitleencentra; Overige culturele uitleencentra en openbare archieven; Musea; Kunstgalerieen en expositieruimten.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5221;Sport en recreatie;SRuit4_p;Uitgaan;Aandeel 18-plussers met minstens 4 verschillende soorten uitgaansactiviteiten in de afgelopen 12 maanden.;Staat van de Stad OIS;;Een keer in de twee jaar in de even jaren
5231;Sport en recreatie;SRsportgelegenheden_r;Sportgelegenheden (rapportcijfer);"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van sportgelegenheden in de buurt?

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ";Wonen in Amsterdam;nvt;1 keer in de twee jaar in de oneven jaren
5241;Sport en recreatie;SRsport;Sportvoorzieningen;"Aantal in het ARRA geregistreerde vestigingen met de SBI-code 931 (Sport).

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5251;Sport en recreatie;SRsport_1000inw;Sportvoorzieningen per 1000 inwoners;"Aantal in het ARRA geregistreerde vestigingen met de SBI-code 931 (Sport) per 1.000 inwoners.

Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  ";Bedrijvenregister Amsterdam (ARRA);1  januari;1 keer per jaar
5261;Sport en recreatie;SRclub10_p;% Lid sportvereniging (10-jarigen);Aandeel 10-jarigen dat lid is van een sportvereniging.;GGD Amsterdam;jaarcijfer;1 keer per jaar
5271;Welzijn en zorg;WZSLI_i;Standaardleefsituatieindex;De Standaard Leefsituatie Index (SLI) is ontwikkeld door het Sociaal Cultureel Planbureau (SCP) en beschrijft de kwaliteit van leven op acht belangrijke maatschappelijke domeinen in 1 getal. De score 100 staat voor het Amsterdams gemiddelde in 2004. De SLI is gebaseerd op de score op de volgende domeinen: wonen, gezondheid, consumptiegoederen, vrijetijdsactivuiteiten, mobiliteit,sociale participatie, sportactiviteiten, vakantie en het sociaal netwerk.  ;Staat van de Stad;nvt;Een keer in de twee jaar in de even jaren
5281;Welzijn en zorg;WZongezond_p;% Matig-slechte gezondheid;Aandeel Amsterdammers van 19 jaar en ouder dat de eigen gezondheid omschrijft als gaat wel - zeer slecht.;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5291;Welzijn en zorg;WZchronisch_p;% Belemmerd door chronische aandoening;% Amsterdammers van 19 jaar en ouder dat zegt belemmerd te worden door een chronische aandoening.;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5301;Welzijn en zorg;WZoeso_p;% OESO beperking;Personen die ten minste 1 van 7 activiteiten met betrekking op horen, zien en bewegen niet of alleen met grote moeite kunnen verrichten.;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5311;Welzijn en zorg;WZdepr_p;% Hoog risico angststoornis / depressie;"Aandeel Amsterdammers van 19 jaar en ouder met een hoog risico op een angststoornis of depressie volgens de K10 screeningslijst voor depressieve en angststoornissen die bestaat uit 10 vragen over de gemoedstoestand in de afgelopen vier weken. 

";Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
5321;Welzijn en zorg;Pregie_p;% Geen regie;Aandeel Amsterdammers van 19 jaar en ouder dat geen regie ervaart over het eigen leven;Amsterdamse Gezondheidsmonitor GGD;nvt;Een keer in de vier jaar (2012)
